Team,Event,Name,Sex,NOC,Year,City,Sport,Medal
Italy,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",Valentina Turisini,F,ITA,2004,Athina,Shooting,Silver
Italy,Skeet Mixed Team,Diana Bacosi,F,ITA,2024,Paris,Shooting,Gold
Italy,Skeet Women,Diana Bacosi,F,ITA,2020,Tokyo,Shooting,Silver
Italy,Water Polo Women's Water Polo,Carmela Allucci,F,ITA,2004,Athina,Water Polo,Gold
Italy,Women -52 kg,Odette Giuffrida,F,ITA,2020,Tokyo,Judo,Bronze
Italy,Women -63 kg,Maria Centracchio,F,ITA,2020,Tokyo,Judo,Bronze
Italy,Women -78 kg,Alice Bellandi,F,ITA,2024,Paris,Judo,Gold
Italy,"Women's 10,000m",Nadia Battocletti,F,ITA,2024,Paris,Athletics,Silver
Italy,Women's 64kg,Giorgia Bordignon,F,ITA,2020,Tokyo,Weightlifting,Silver
Italy,Women's Feather (54-57kg),Irma Testa,F,ITA,2020,Tokyo,Boxing,Bronze
Italy,Women's Foil Team,Martina Batini,F,ITA,2020,Tokyo,Fencing,Bronze
Italy,Women's Kata,Viviana Bottaro,F,ITA,2020,Tokyo,Karate,Bronze
Italy,Women's Windsurfing,Marta Maggetti,F,ITA,2024,Paris,Sailing,Gold
Italy,Women's Г‰pГ©e Team,Rossella Fiamingo,F,ITA,2020,Tokyo,Fencing,Bronze
Ivory Coast,Women -67kg,Ruth Gbagbi,F,CIV,2020,Tokyo,Taekwondo,Bronze
Jamaica,Men's 110m Hurdles,Ronald Levy,M,JAM,2020,Tokyo,Athletics,Bronze
Jamaica,Men's Shot Put,Rajindra Campbell,M,JAM,2024,Paris,Athletics,Bronze
Jamaica,Women's 100m,Shelly-ann Fraser-pryce,F,JAM,2020,Tokyo,Athletics,Silver
Jamaica,Women's 4 x 100m Relay Team,Remona Burchell,F,JAM,2020,Tokyo,Athletics,Gold
Jamaica,Women's 4 x 400m Relay Team,Junelle Bromfield,F,JAM,2020,Tokyo,Athletics,Bronze
Japan,B-Girls,AMI,F,JPN,2024,Paris,Breaking,Gold
Japan,Baseball Team,Koyo Aoyagi,M,JPN,2020,Tokyo,Baseball/Softball,Gold
Japan,Men,Kanoa Igarashi,M,JPN,2020,Tokyo,Surfing,Silver
Japan,Men -100 kg,Aaron Wolf,M,JPN,2020,Tokyo,Judo,Gold
Japan,Men -60 kg,Naohisa Takato,M,JPN,2020,Tokyo,Judo,Gold
Japan,Men -66 kg,Hifumi Abe,M,JPN,2020,Tokyo,Judo,Gold
Japan,Men -73 kg,Shohei Ono,M,JPN,2020,Tokyo,Judo,Gold
Japan,Men -81 kg,Takanori Nagase,M,JPN,2020,Tokyo,Judo,Gold
Japan,Men's 200m Butterfly,Tomoru Honda,M,JPN,2020,Tokyo,Swimming,Silver
Japan,Men's 20km Race Walk,Koki Ikeda,M,JPN,2020,Tokyo,Athletics,Silver
Japan,Men's All-Around,Daiki Hashimoto,M,JPN,2020,Tokyo,Artistic Gymnastics,Gold
Japan,Men's Boulder & Lead,Sorato Anraku,M,JPN,2024,Paris,Sport Climbing,Silver
Japan,Men's Fly (48-52kg),Ryomei Tanaka,M,JPN,2020,Tokyo,Boxing,Bronze
Japan,Men's Freestyle 65kg,Takuto Otoguro,M,JPN,2020,Tokyo,Wrestling,Gold
Japan,Men's Greco-Roman 60kg,Kenichiro Fumita,M,JPN,2020,Tokyo,Wrestling,Silver
Japan,Men's Greco-Roman 77kg,Shohei Yabiku,M,JPN,2020,Tokyo,Wrestling,Bronze
Japan,Men's Horizontal Bar,Daiki Hashimoto,M,JPN,2020,Tokyo,Artistic Gymnastics,Gold
Japan,Men's Individual,Takaharu Furukawa,M,JPN,2020,Tokyo,Archery,Bronze
Japan,Men's Kata,Ryo Kiyuna,M,JPN,2020,Tokyo,Karate,Gold
Japan,Men's Kumite +75kg,Ryutaro Araga,M,JPN,2020,Tokyo,Karate,Bronze
Japan,Men's Team,Takaharu Furukawa,M,JPN,2020,Tokyo,Archery,Bronze
Japan,Men's Г‰pГ©e Team,Koki Kano,M,JPN,2020,Tokyo,Fencing,Gold
Japan,Mixed Dinghy,Keiju Okada,M,JPN,2024,Paris,Sailing,Silver
Japan,Mixed Doubles,Yuta Watanabe,M,JPN,2024,Paris,Badminton,Bronze
Japan,Mixed Doubles Team,Arisa Higashino,F,JPN,2020,Tokyo,Badminton,Bronze
Japan,Mixed Team,Hifumi Abe,M,JPN,2020,Tokyo,Judo,Silver
Japan,Softball Team,Haruka Agatsuma,F,JPN,2020,Tokyo,Baseball/Softball,Gold
Japan,Taekwondo Women's Welterweight,Yoriko Okamoto,F,JPN,2000,Sydney,Taekwondo,Bronze
Japan,Women +78 kg,Akira Sone,F,JPN,2020,Tokyo,Judo,Gold
Japan,Women -48 kg,Funa Tonaki,F,JPN,2020,Tokyo,Judo,Silver
Japan,Women -52 kg,Uta Abe,F,JPN,2020,Tokyo,Judo,Gold
Japan,Women -57 kg,Tsukasa Yoshida,F,JPN,2020,Tokyo,Judo,Bronze
Japan,Women -70 kg,Chizuru Arai,F,JPN,2020,Tokyo,Judo,Gold
Japan,Women -78 kg,Shori Hamada,F,JPN,2020,Tokyo,Judo,Gold
Japan,Women Team,Himawari Akaho,F,JPN,2020,Tokyo,Basketball,Silver
Japan,Women's 200m Individual Medley,Yui Ohashi,F,JPN,2020,Tokyo,Swimming,Gold
Japan,Women's 400m Individual Medley,Yui Ohashi,F,JPN,2020,Tokyo,Swimming,Gold
Japan,Women's 59kg,Mikiko Andoh,F,JPN,2020,Tokyo,Weightlifting,Bronze
Japan,Women's Combined,Akiyo Noguchi,F,JPN,2020,Tokyo,Sport Climbing,Bronze
Japan,Women's Feather (54-57kg),Sena Irie,F,JPN,2020,Tokyo,Boxing,Gold
Japan,Women's Fly (48-51kg),Tsukimi Namiki,F,JPN,2020,Tokyo,Boxing,Bronze
Japan,Women's Freestyle 50kg,Yui Susaki,F,JPN,2020,Tokyo,Wrestling,Gold
Japan,Women's Freestyle 53kg,Mayu Mukaida,F,JPN,2020,Tokyo,Wrestling,Gold
Japan,Women's Freestyle 57kg,Risako Kawai,F,JPN,2020,Tokyo,Wrestling,Gold
Japan,Women's Freestyle 62kg,Yukako Kawai,F,JPN,2020,Tokyo,Wrestling,Gold
Japan,Women's Kata,Kiyou Shimizu,F,JPN,2020,Tokyo,Karate,Silver
Japan,Women's Omnium,Yumi Kajihara,F,JPN,2020,Tokyo,Cycling Track,Silver
Japan,Women's Park,Kokona Hiraki,F,JPN,2020,Tokyo,Skateboarding,Silver
Japan,Women's Street,Funa Nakayama,F,JPN,2020,Tokyo,Skateboarding,Bronze
Japan,"Wrestling Women's Featherweight, Freestyle",Saori Yoshida,F,JPN,2016,Rio de Janeiro,Wrestling,Silver
Japan,"Wrestling Women's Flyweight, Freestyle",Chiharu Icho,F,JPN,2004,Athina,Wrestling,Silver
Japan,"Wrestling Women's Heavyweight, Freestyle",Kyoko Hamaguchi,F,JPN,2004,Athina,Wrestling,Bronze
Japan,"Wrestling Women's Light-Heavyweight, Freestyle",Sara Dosho,F,JPN,2016,Rio de Janeiro,Wrestling,Gold
Japan,"Wrestling Women's Lightweight, Freestyle",Saori Yoshida,F,JPN,2004,Athina,Wrestling,Gold
Japan,"Wrestling Women's Middleweight, Freestyle",Kaori Icho,F,JPN,2004,Athina,Wrestling,Gold
Jordan,Men -68kg,Zaid Kareem,M,JOR,2024,Paris,Taekwondo,Silver
Jordan,Men -80kg,Saleh Elsharabaty,M,JOR,2020,Tokyo,Taekwondo,Silver
Jordan,Men's Kumite -67kg,Rahman Almasatfa,M,JOR,2020,Tokyo,Karate,Bronze
Kazakhstan,Athletics Men's Decathlon,Dmitry Karpov,M,KAZ,2004,Athina,Athletics,Bronze
Kazakhstan,Athletics Women's 100 metres Hurdles,Olga (-kutsakova),F,KAZ,2000,Sydney,Athletics,Gold
Kazakhstan,Boxing Men's Heavyweight,Vasily Levit,M,KAZ,2016,Rio de Janeiro,Boxing,Silver
Kazakhstan,Boxing Men's Middleweight,Gennady Golovkin,M,KAZ,2004,Athina,Boxing,Silver
Kazakhstan,Boxing Women's Middleweight,Marina Volnova,F,KAZ,2012,London,Boxing,Bronze
Kazakhstan,Men -60 kg,Yeldos Smetov,M,KAZ,2020,Tokyo,Judo,Bronze
Kazakhstan,Men's 61kg,Igor Son,M,KAZ,2020,Tokyo,Weightlifting,Bronze
Kazakhstan,Men's 80kg,Nurbek Oralbay,M,KAZ,2024,Paris,Boxing,Silver
Kazakhstan,Men's Fly (48-52kg),Saken Bibossinov,M,KAZ,2020,Tokyo,Boxing,Bronze
Kazakhstan,Men's Freestyle 57kg,Nurislam Sanayev,M,KAZ,2020,Tokyo,Wrestling,Bronze
Kazakhstan,Men's Kumite -67kg,Darkhan Assadilov,M,KAZ,2020,Tokyo,Karate,Bronze
Kazakhstan,Men's Super Heavy (+91kg),Kamshybek Kunkabayev,M,KAZ,2020,Tokyo,Boxing,Bronze
Kazakhstan,Weightlifting Women's Featherweight,Zulfiya Chinshanlo,F,KAZ,2012,London,Weightlifting,Gold
Kazakhstan,Weightlifting Women's Middleweight,Irina Nekrasova,F,KAZ,2008,Beijing,Weightlifting,Silver
Kazakhstan,Weightlifting Women's Super-Heavyweight,Mariya Grabovetskaya,F,KAZ,2008,Beijing,Weightlifting,Bronze
Kazakhstan,Women's 50kg,Nazym Kyzaibay,F,KAZ,2024,Paris,Boxing,Bronze
Kazakhstan,Women's 55kg,Zulfiya Chinshanlo,F,KAZ,2020,Tokyo,Weightlifting,Bronze
Kazakhstan,Women's Kumite +61kg,Sofya Berultseva,F,KAZ,2020,Tokyo,Karate,Bronze
Kazakhstan,"Wrestling Men's Heavyweight, Freestyle",Islam Bayramukov,M,KAZ,2000,Sydney,Wrestling,Silver
Kazakhstan,"Wrestling Men's Super-Heavyweight, Greco-Roman",Georgy Tsurtsumia,M,KAZ,2004,Athina,Wrestling,Silver
Kazakhstan,"Wrestling Women's Light-Heavyweight, Freestyle",Elmira Syzdykova,F,KAZ,2016,Rio de Janeiro,Wrestling,Bronze
Kazakhstan,"Wrestling Women's Middleweight, Freestyle",Yelena Shalygina,F,KAZ,2008,Beijing,Wrestling,Bronze
Kenya,Men's 1500m,Timothy Cheruiyot,M,KEN,2020,Tokyo,Athletics,Silver
Kenya,Men's 800m,Kipkurui Korir,M,KEN,2020,Tokyo,Athletics,Gold
Kenya,Women's 5000m,Hellen Obiri,F,KEN,2020,Tokyo,Athletics,Silver
Korea,10m Air Pistol Women,Yeji Kim,F,KOR,2024,Paris,Shooting,Silver
Korea,10m Air Rifle Women,Hyojin Ban,F,KOR,2024,Paris,Shooting,Gold
Korea,25m Rapid Fire Pistol Men,Yeongjae Cho,M,KOR,2024,Paris,Shooting,Silver
Korea,Men +100 kg,Minjong Kim,M,KOR,2024,Paris,Judo,Silver
Korea,Men -58kg,Taejoon Park,M,KOR,2024,Paris,Taekwondo,Gold
Korea,Men -81 kg,Joonhwan Lee,M,KOR,2024,Paris,Judo,Bronze
Korea,Men's 400m Freestyle,Woomin Kim,M,KOR,2024,Paris,Swimming,Bronze
Korea,Men's Sabre Team,Gyeongdong Do,M,KOR,2024,Paris,Fencing,Gold
Korea,Men's Team,Deok Kim,M,KOR,2024,Paris,Archery,Gold
Korea,Mixed Team,Woojin Kim,M,KOR,2024,Paris,Archery,Gold
Korea,Women +67kg,Dabin Lee,F,KOR,2024,Paris,Taekwondo,Bronze
Korea,Women +78 kg,Hayun Kim,F,KOR,2024,Paris,Judo,Bronze
Korea,Women -57 kg,Mimi Huh,F,KOR,2024,Paris,Judo,Silver
Korea,Women -57kg,Yujin Kim,F,KOR,2024,Paris,Taekwondo,Gold
Korea,Women's +81kg,Hyejeong Park,F,KOR,2024,Paris,Weightlifting,Silver
Korea,Women's 54kg,Aeji Im,F,KOR,2024,Paris,Boxing,Bronze
Korea,Women's Sabre Team,Sebin Choi,F,KOR,2024,Paris,Fencing,Silver
Korea,Women's Singles,Young An,F,KOR,2024,Paris,Badminton,Gold
Korea,Women's Team,Hunyoung Jeon,F,KOR,2024,Paris,Archery,Gold
Kosovo,Judo Women's Half-Lightweight,Majlinda Kelmendi,F,KOS,2016,Rio de Janeiro,Judo,Gold
Kosovo,Women -48 kg,Distria Krasniqi,F,KOS,2020,Tokyo,Judo,Gold
Kosovo,Women -57 kg,Nora Gjakova,F,KOS,2020,Tokyo,Judo,Gold
Kosovo,Women -63 kg,Laura Fazliu,F,KOS,2024,Paris,Judo,Bronze
Kyrgyzstan,Judo Men's Extra-Lightweight,Aydyn Smagulov,M,KGZ,2000,Sydney,Judo,Bronze
Kyrgyzstan,Men's 57kg,Munarbek Seiitbek,M,KGZ,2024,Paris,Boxing,Silver
Kyrgyzstan,Men's Greco-Roman 77kg,Akzhol Makhmudov,M,KGZ,2020,Tokyo,Wrestling,Silver
Kyrgyzstan,Women's Freestyle 62kg,Aisuluu Tynybekova,F,KGZ,2020,Tokyo,Wrestling,Silver
Kyrgyzstan,Women's Freestyle 68kg,Meerim Zhumanazarova,F,KGZ,2020,Tokyo,Wrestling,Bronze
Kyrgyzstan,"Wrestling Men's Lightweight, Greco-Roman",Ruslan Tyumenbayev,M,KGZ,2008,Beijing,Wrestling,Bronze
Latvia,Gymnastics Men's Floor Exercise,Igors Vihrovs,M,LAT,2000,Sydney,Gymnastics,Gold
Latvia,Judo Men's Lightweight,Vsevolods Zeonijs,M,LAT,2000,Sydney,Judo,Bronze
Latvia,Men Team,Agnis Cavars,M,LAT,2020,Tokyo,3x3 Basketball,Gold
Latvia,Men's 109kg,Arturs Plesnieks,M,LAT,2020,Tokyo,Weightlifting,Bronze
Lithuania,B-Girls,NICKA,F,LTU,2024,Paris,Breaking,Silver
Lithuania,"Canoeing Men's Canadian Singles, 200 metres",Jevgenijus Uklinas,M,LTU,2012,London,Canoeing,Silver
Lithuania,"Canoeing Men's Kayak Doubles, 200 metres",Aurimas Lankas,M,LTU,2016,Rio de Janeiro,Canoeing,Bronze
Lithuania,Rowing Women's Double Sculls,Kristina (-bagvilien),F,LTU,2000,Sydney,Rowing,Bronze
Lithuania,Sailing Women's One Person Dinghy,Gintar Volungeviit-scheidt,F,LTU,2008,Beijing,Sailing,Silver
Lithuania,Shooting Women's Trap,Daina Gudzineviit,F,LTU,2000,Sydney,Shooting,Gold
Lithuania,Swimming Women's 100 metres Breaststroke,Rta Meilutyt,F,LTU,2012,London,Swimming,Gold
Lithuania,Women's Individual,Laura Asadauskaite,F,LTU,2020,Tokyo,Modern Pentathlon,Silver
Lithuania,Women's Single Sculls,Viktorija Senkute,F,LTU,2024,Paris,Rowing,Bronze
Macedonia,"Wrestling Men's Light-Heavyweight, Freestyle",Mogamed Ibragimov,M,MKD,2000,Sydney,Wrestling,Bronze
Malaysia,Men's Doubles,Aaron Chia,M,MAS,2024,Paris,Badminton,Bronze
Malaysia,Men's Doubles Team,Aaron Chia,M,MAS,2020,Tokyo,Badminton,Bronze
Malaysia,Men's Keirin,Azizulhasni Awang,M,MAS,2020,Tokyo,Cycling Track,Silver
Mexico,Diving Men's Synchronized Platform,Ivn Navarro,M,MEX,2012,London,Diving,Silver
Mexico,Men Team,Eduardo Aguirre,M,MEX,2020,Tokyo,Football,Bronze
Mexico,Men's 71kg,Alonso Verde,M,MEX,2024,Paris,Boxing,Silver
Mexico,Men's Synchronised 3m Springboard,Osmar Olvera,M,MEX,2024,Paris,Diving,Silver
Mexico,Mixed Team,Luis Alvarez,M,MEX,2020,Tokyo,Archery,Bronze
Mexico,Taekwondo Men's Flyweight,scar Blanco,M,MEX,2004,Athina,Taekwondo,Silver
Mexico,Taekwondo Men's Welterweight,Vctor Garibay,M,MEX,2000,Sydney,Taekwondo,Bronze
Mexico,Taekwondo Women's Featherweight,Iridia Blanco,F,MEX,2004,Athina,Taekwondo,Bronze
Mexico,Taekwondo Women's Heavyweight,Mara Espinoza,F,MEX,2008,Beijing,Taekwondo,Gold
Mexico,Weightlifting Women's Lightweight,Soraya Mendvil,F,MEX,2000,Sydney,Weightlifting,Gold
Mexico,Women's 76kg,Aremi Fuentes,F,MEX,2020,Tokyo,Weightlifting,Bronze
Mexico,Women's Synchronised 10m Platform Team,Gabriela Agundez,F,MEX,2020,Tokyo,Diving,Bronze
Moldova,Boxing Men's Bantamweight,Vaeceslav Gojan,M,MDA,2008,Beijing,Boxing,Bronze
Moldova,Boxing Men's Welterweight,Vitalie Gruac,M,MDA,2000,Sydney,Boxing,Bronze
Moldova,Men's Canoe Single 1000m,Serghei Tarnovschi,M,MDA,2020,Tokyo,Canoe Sprint,Bronze
Moldova,Weightlifting Women's Featherweight,Cristina Iovu,F,MDA,2012,London,Weightlifting,Bronze
Mongolia,Men -73 kg,Tsogtbaatar Tsend-ochir,M,MGL,2020,Tokyo,Judo,Bronze
Mongolia,Men -81 kg,Saeid Mollaei,M,MGL,2020,Tokyo,Judo,Silver
Mongolia,Women -48 kg,Urantsetseg Munkhbat,F,MGL,2020,Tokyo,Judo,Bronze
Mongolia,Women's Freestyle 53kg,Bolortuya Bat,F,MGL,2020,Tokyo,Wrestling,Bronze
Montenegro,Handball Women's Handball,Sonja Barjaktarovi,F,MNE,2012,London,Handball,Silver
Nadine,"Equestrianism Mixed Dressage, Team",Hans Minderhoud,M,NED,2008,Beijing,Equestrianism,Silver
Netherlands,4 x 400m Relay Mixed,Femke Bol,F,NED,2024,Paris,Athletics,Gold
Netherlands,Boxing Women's Middleweight,Nouchka Fontijn,F,NED,2016,Rio de Janeiro,Boxing,Silver
Netherlands,Duet,de Noortje,F,NED,2024,Paris,Artistic Swimming,Bronze
Netherlands,Lightweight Women's Double Sculls Team,Marieke Keijser,F,NED,2020,Tokyo,Rowing,Bronze
Netherlands,Men's 4 x 400m Relay Team,Terrence Agard,M,NED,2020,Tokyo,Athletics,Silver
Netherlands,Men's Double Sculls,Stef Broenink,M,NED,2024,Paris,Rowing,Silver
Netherlands,Men's Double Sculls Team,Stef Broenink,M,NED,2020,Tokyo,Rowing,Silver
Netherlands,Men's Eight,van Jacob,M,NED,2024,Paris,Rowing,Silver
Netherlands,Men's Individual Time Trial,Tom Dumoulin,M,NED,2020,Tokyo,Cycling Road,Silver
Netherlands,Men's Quadruple Sculls,van Lennart,M,NED,2024,Paris,Rowing,Gold
Netherlands,Men's Quadruple Sculls Team,Koen Metsemakers,M,NED,2020,Tokyo,Rowing,Gold
Netherlands,Men's Team Sprint,Harrie Lavreysen,M,NED,2024,Paris,Cycling Track,Gold
Netherlands,Men's Team Sprint Team,Matthijs Buchli,M,NED,2020,Tokyo,Cycling Track,Gold
Netherlands,Men's Windsurfer - RS:X,Kiran Badloe,M,NED,2020,Tokyo,Sailing,Gold
Netherlands,Men's Windsurfing,van Luuc,M,NED,2024,Paris,Sailing,Bronze
Netherlands,Swimming Men's 10 kilometres Open Water,Maarten Weijden,M,NED,2008,Beijing,Swimming,Gold
Netherlands,Women -70 kg,van Sanne,F,NED,2020,Tokyo,Judo,Bronze
Netherlands,"Women's 10,000m",Sifan Hassan,F,NED,2020,Tokyo,Athletics,Gold
Netherlands,Women's 10km,van Sharon,F,NED,2020,Tokyo,Marathon Swimming,Silver
Netherlands,Women's 1500m,Sifan Hassan,F,NED,2020,Tokyo,Athletics,Bronze
Netherlands,Women's 200m Breaststroke,Tes Schouten,F,NED,2024,Paris,Swimming,Bronze
Netherlands,Women's 4 x 400m Relay,Femke Bol,F,NED,2024,Paris,Athletics,Silver
Netherlands,Women's 400m Hurdles,Femke Bol,F,NED,2020,Tokyo,Athletics,Bronze
Netherlands,Women's 5000m,Sifan Hassan,F,NED,2020,Tokyo,Athletics,Gold
Netherlands,Women's Dinghy,Marit Bouwmeester,F,NED,2024,Paris,Sailing,Gold
Netherlands,Women's Double Sculls Team,de Roos,F,NED,2020,Tokyo,Rowing,Bronze
Netherlands,Women's Four,Benthe Boonstra,F,NED,2024,Paris,Rowing,Gold
Netherlands,Women's Four Team,Ymkje Clevering,F,NED,2020,Tokyo,Rowing,Silver
Netherlands,Women's Individual Time Trial,van Anna,F,NED,2020,Tokyo,Cycling Road,Bronze
Netherlands,Women's Keirin,Shanne Braspennincx,F,NED,2020,Tokyo,Cycling Track,Gold
Netherlands,Women's Kite,Annelous Lammerts,F,NED,2024,Paris,Sailing,Bronze
Netherlands,Women's Madison,van Lisa,F,NED,2024,Paris,Cycling Track,Bronze
Netherlands,Women's Middle (69-75kg),Nouchka Fontijn,F,NED,2020,Tokyo,Boxing,Bronze
Netherlands,Women's One Person Dinghy - Laser Radial,Marit Bouwmeester,F,NED,2020,Tokyo,Sailing,Bronze
Netherlands,Women's Pair,Veronique Meester,F,NED,2024,Paris,Rowing,Gold
Netherlands,Women's Quadruple Sculls,Laila Youssifou,F,NED,2024,Paris,Rowing,Silver
Netherlands,Women's Skiff,van Odile,F,NED,2024,Paris,Sailing,Gold
Netherlands,Women's Skiff - 49er  Team,Annemiek Bekkering,F,NED,2020,Tokyo,Sailing,Bronze
New Zealand,"Canoeing Women's Kayak Singles, 200 metres",Lisa Carrington,F,NZL,2012,London,Canoeing,Gold
New Zealand,Golf Women's Individual,Bo-Gyung Ko,F,NZL,2016,Rio de Janeiro,Golf,Silver
New Zealand,Men,Dylan Schmidt,M,NZL,2020,Tokyo,Trampoline Gymnastics,Bronze
New Zealand,Men Team,Kurt Baker,M,NZL,2020,Tokyo,Rugby Sevens,Silver
New Zealand,Men's Doubles Team,Marcus Daniell,M,NZL,2020,Tokyo,Tennis,Bronze
New Zealand,Men's Eight Team,Hamish Bond,M,NZL,2020,Tokyo,Rowing,Gold
New Zealand,Men's Four,Matt Macdonald,M,NZL,2024,Paris,Rowing,Silver
New Zealand,Men's Heavy (81-91kg),David Nyika,M,NZL,2020,Tokyo,Boxing,Bronze
New Zealand,Men's Kayak Cross,Finn Butcher,M,NZL,2024,Paris,Canoe Slalom,Gold
New Zealand,Men's Omnium,Campbell Stewart,M,NZL,2020,Tokyo,Cycling Track,Silver
New Zealand,Men's Skiff,McHARDIE Isaac,M,NZL,2024,Paris,Sailing,Silver
New Zealand,Men's Skiff - 49er Team,Peter Burling,M,NZL,2020,Tokyo,Sailing,Silver
New Zealand,Mixed Multihull,Erica Dawson,F,NZL,2024,Paris,Sailing,Bronze
New Zealand,Rugby Sevens Women's Rugby Sevens,Shakira Baker,F,NZL,2016,Rio de Janeiro,Rugby Sevens,Silver
New Zealand,Sailing Men's Skiff,Peter Burling,M,NZL,2012,London,Sailing,Silver
New Zealand,Sailing Women's Skiff,Alexandra Maloney,F,NZL,2016,Rio de Janeiro,Sailing,Silver
New Zealand,Women's Double Sculls,Lucy Spoors,F,NZL,2024,Paris,Rowing,Gold
New Zealand,Women's Double Sculls Team,Brooke Donoghue,F,NZL,2020,Tokyo,Rowing,Silver
New Zealand,Women's Eight Team,Kelsey Bevan,F,NZL,2020,Tokyo,Rowing,Silver
New Zealand,Women's Four,Jackie Gowler,F,NZL,2024,Paris,Rowing,Bronze
New Zealand,Women's Individual Stroke Play,Lydia Ko,F,NZL,2020,Tokyo,Golf,Bronze
New Zealand,Women's Kayak Double 500m Team,Lisa Carrington,F,NZL,2020,Tokyo,Canoe Sprint,Gold
New Zealand,Women's Kayak Four 500m,Tara Vaughan,F,NZL,2024,Paris,Canoe Sprint,Gold
New Zealand,Women's Kayak Single 200m,Lisa Carrington,F,NZL,2020,Tokyo,Canoe Sprint,Gold
New Zealand,Women's Kayak Single 500m,Lisa Carrington,F,NZL,2020,Tokyo,Canoe Sprint,Gold
New Zealand,Women's Keirin,Ellesse Andrews,F,NZL,2020,Tokyo,Cycling Track,Silver
New Zealand,Women's Pair Team,Kerri Gowler,F,NZL,2020,Tokyo,Rowing,Gold
New Zealand,Women's Shot Put,Valerie Adams,F,NZL,2020,Tokyo,Athletics,Bronze
New Zealand,Women's Single Sculls,Emma Twigg,F,NZL,2020,Tokyo,Rowing,Gold
New Zealand,Women's Team Pursuit,Bryony Botha,F,NZL,2024,Paris,Cycling Track,Silver
New Zealand,Women's Team Sprint,Shaane Fulton,F,NZL,2024,Paris,Cycling Track,Silver
Niger,Taekwondo Men's Heavyweight,Abdoul Alfaga,M,NIG,2016,Rio de Janeiro,Taekwondo,Silver
Nigeria,Weightlifting Women's Heavyweight,Ruth Ogbeifo,F,NGR,2000,Sydney,Weightlifting,Silver
Nigeria,Women's Freestyle 68kg,Blessing Oborududu,F,NGR,2020,Tokyo,Wrestling,Silver
Nigeria,Women's Long Jump,Ese Brume,F,NGR,2020,Tokyo,Athletics,Bronze
North Korea,Judo Women's Half-Lightweight,Kye Sun-hui,F,PRK,2000,Sydney,Judo,Bronze
North Korea,Judo Women's Lightweight,Kye Sun-hui,F,PRK,2004,Athina,Judo,Silver
North Korea,Weightlifting Women's Heavyweight,Rim Jong-sim,F,PRK,2016,Rio de Janeiro,Weightlifting,Gold
North Korea,Weightlifting Women's Lightweight,Ri Song-hui,F,PRK,2000,Sydney,Weightlifting,Silver
North Korea,Weightlifting Women's Super-Heavyweight,Kim Kuk-hyang,F,PRK,2016,Rio de Janeiro,Weightlifting,Silver
North Korea,"Wrestling Men's Bantamweight, Greco-Roman",Kang Yong-gyun,M,PRK,2000,Sydney,Wrestling,Bronze
North Macedonia,Men +80kg,Dejan Georgievski,M,MKD,2020,Tokyo,Taekwondo,Silver
Norway,Athletics Women's 20 kilometres Walk,Kjersti Tysse-pltzer,F,NOR,2000,Sydney,Athletics,Silver
Norway,Men's 400m Hurdles,Karsten Warholm,M,NOR,2020,Tokyo,Athletics,Gold
Norway,Men's Hammer Throw,Eivind Henriksen,M,NOR,2020,Tokyo,Athletics,Silver
Norway,Men's Individual,Kristian Blummenfelt,M,NOR,2020,Tokyo,Triathlon,Gold
Norway,Men's One Person Dinghy - Laser,Hermann Tomasgaard,M,NOR,2020,Tokyo,Sailing,Bronze
Norway,Men's Single Sculls,Kjetil Borch,M,NOR,2020,Tokyo,Rowing,Silver
Norway,Taekwondo Women's Heavyweight,Nina Solheim,F,NOR,2008,Beijing,Taekwondo,Silver
Norway,Taekwondo Women's Welterweight,Trude (-lehmann),F,NOR,2000,Sydney,Taekwondo,Silver
Norway,Women,Nora Moerk,F,NOR,2024,Paris,Handball,Gold
Norway,Women Team,Kari Brattset,F,NOR,2020,Tokyo,Handball,Bronze
Norway,Women's 81kg,Amena Koanda,F,NOR,2024,Paris,Weightlifting,Gold
Norway,Women's Dinghy,Flem Hoest,F,NOR,2024,Paris,Sailing,Bronze
Norway,Women's Freestyle 62kg,Jacob Bullen,F,NOR,2024,Paris,Wrestling,Bronze
Panama,Women's 75kg,Bibeichi Bylon,F,PAN,2024,Paris,Boxing,Silver
Peru,Men's Dinghy,Stefano Peschiera,M,PER,2024,Paris,Sailing,Bronze
Philippines,Men's Fly (48-52kg),Carlo Paalam,M,PHI,2020,Tokyo,Boxing,Silver
Philippines,Men's Middle (69-75kg),Eumir Marcial,M,PHI,2020,Tokyo,Boxing,Bronze
Philippines,Weightlifting Women's Featherweight,Hidilyn Diaz,F,PHI,2016,Rio de Janeiro,Weightlifting,Silver
Philippines,Women's 50kg,Aira Villegas,F,PHI,2024,Paris,Boxing,Bronze
Philippines,Women's 55kg,Hidilyn Diaz,F,PHI,2020,Tokyo,Weightlifting,Gold
Philippines,Women's 57kg,Nesthy Petecio,F,PHI,2024,Paris,Boxing,Bronze
Philippines,Women's Feather (54-57kg),Nesthy Petecio,F,PHI,2020,Tokyo,Boxing,Silver
Poland,4 x 400m Relay Mixed Team,Dominika Bacmaga,F,POL,2020,Tokyo,Athletics,Gold
Poland,Athletics Women's Hammer Throw,Kamila Skolimowska,F,POL,2000,Sydney,Athletics,Gold
